    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
71000 | 22223            22224 4.809e-04 |
71020 | 22228            22229 4.759e-04 |
71040 | 22233            22234 4.792e-04 |
71060 | 22241            22242 4.755e-04 |
71080 | 22247            22248 4.798e-04 |
71100 | 22253            22254 4.855e-04 |
71120 | 22260            22261 5.090e-04 |
71140 | 22264            22265 5.141e-04 |
71160 | 22270            22271 5.357e-04 |
71180 | 22278            22279 5.301e-04 |
71200 | 22282            22283 5.298e-04 |
71220 | 22289            22290 5.117e-04 |
71240 | 22296            22297 5.330e-04 |
71260 | 22299            22300 4.993e-04 |
71280 | 22306            22307 5.022e-04 |
71300 | 22313            22314 4.689e-04 |
71320 | 22317            22318 4.835e-04 |
71340 | 22327            22328 4.973e-04 |
71360 | 22331            22332 4.832e-04 |
71380 | 22336            22337 6.001e-04 |
71400 | 22345            22346 4.903e-04 |
71420 | 22351            22352 5.184e-04 |
71440 | 22356            22357 4.825e-04 |
71460 | 22363            22364 4.152e-04 |
71480 | 22369            22370 4.143e-04 |
71500 | 22374            22375 4.153e-04 |
71520 | 22382            22383 4.239e-04 |
71540 | 22386            22387 4.208e-04 |
71560 | 22394            22395 4.599e-04 |
71580 | 22401            22402 5.021e-04 |
71600 | 22405            22406 4.452e-04 |
71620 | 22412            22413 4.243e-04 |
71640 | 22420            22421 4.071e-04 |
71660 | 22424            22425 4.063e-04 |
71680 | 22430            22431 4.054e-04 |
71700 | 22438            22439 4.047e-04 |
71720 | 22442            22443 4.065e-04 |
71740 | 22451            22452 4.040e-04 |
71760 | 22456            22457 4.035e-04 |
71780 | 22460            22461 4.040e-04 |
71800 | 22470            22471 4.053e-04 |
71820 | 22475            22476 4.176e-04 |
71840 | 22479            22480 4.070e-04 |
71860 | 22489            22490 4.061e-04 |
71880 | 22493            22494 4.162e-04 |
71900 | 22498            22499 4.151e-04 |
71920 | 22507            22508 4.063e-04 |
71940 | 22512            22513 4.088e-04 |
71960 | 22519            22520 4.118e-04 |
71980 | 22525            22526 4.313e-04 |
72000 | 22530            22531 4.375e-04 |
72020 | 22536            22537 4.188e-04 |
72040 | 22543            22544 4.613e-04 |
72060 | 22547            22548 4.293e-04 |
72080 | 22554            22555 4.029e-04 |
72100 | 22562            22563 4.040e-04 |
72120 | 22566            22567 4.064e-04 |
72140 | 22576            22577 4.086e-04 |
72160 | 22581            22582 4.052e-04 |
72180 | 22585            22586 4.179e-04 |
72200 | 22594            22595 4.071e-04 |
72220 | 22598            22599 4.054e-04 |
72240 | 22602            22603 4.079e-04 |
72260 | 22612            22613 4.189e-04 |
72280 | 22616            22617 4.115e-04 |
72300 | 22622            22623 4.088e-04 |
72320 | 22629            22630 4.064e-04 |
72340 | 22635            22636 4.099e-04 |
72360 | 22642            22643 4.184e-04 |
72380 | 22649            22650 4.416e-04 |
72400 | 22653            22654 4.125e-04 |
72420 | 22659            22660 4.169e-04 |
72440 | 22666            22667 4.137e-04 |
72460 | 22670            22671 4.132e-04 |
72480 | 22678            22679 4.705e-04 |
72500 | 22685            22686 4.347e-04 |
72520 | 22690            22691 4.144e-04 |
72540 | 22697            22698 4.117e-04 |
72560 | 22703            22704 4.165e-04 |
72580 | 22709            22710 4.095e-04 |
72600 | 22717            22718 4.065e-04 |
72620 | 22721            22722 4.086e-04 |
72640 | 22725            22726 4.073e-04 |
72660 | 22734            22735 4.088e-04 |
72680 | 22739            22740 4.124e-04 |
72700 | 22744            22745 4.147e-04 |
72720 | 22752            22753 4.137e-04 |
72740 | 22757            22758 4.336e-04 |
72760 | 22764            22765 4.973e-04 |
72780 | 22771            22772 4.466e-04 |
72800 | 22775            22776 4.172e-04 |
72820 | 22783            22784 4.022e-04 |
72840 | 22789            22790 4.095e-04 |
72860 | 22793            22794 4.093e-04 |
72880 | 22801            22802 4.095e-04 |
72900 | 22808            22809 4.095e-04 |
72920 | 22812            22813 4.063e-04 |
72940 | 22819            22820 4.225e-04 |
72960 | 22827            22828 4.114e-04 |
72980 | 22832            22833 4.110e-04 |
73000 | 22841            22842 4.091e-04 |
73020 | 22845            22846 4.115e-04 |
73040 | 22850            22851 4.275e-04 |
73060 | 22859            22860 4.134e-04 |
73080 | 22863            22864 4.146e-04 |
73100 | 22869            22870 4.122e-04 |
73120 | 22878            22879 4.296e-04 |
73140 | 22883            22884 4.158e-04 |
73160 | 22888            22889 4.643e-04 |
73180 | 22897            22898 4.306e-04 |
73200 | 22902            22903 4.203e-04 |
73220 | 22910            22911 4.194e-04 |
73240 | 22916            22917 4.152e-04 |
73260 | 22920            22921 4.758e-04 |
73280 | 22928            22929 4.115e-04 |
73300 | 22935            22936 4.243e-04 |
73320 | 22939            22940 4.121e-04 |
73340 | 22945            22946 4.169e-04 |
73360 | 22951            22952 4.177e-04 |
73380 | 22956            22957 4.140e-04 |
73400 | 22965            22966 4.139e-04 |
73420 | 22970            22971 4.129e-04 |
73440 | 22975            22976 4.300e-04 |
73460 | 22983            22984 4.136e-04 |
73480 | 22987            22988 4.127e-04 |
73500 | 22992            22993 4.473e-04 |
73520 | 23000            23001 4.733e-04 |
73540 | 23004            23005 4.284e-04 |
73560 | 23010            23011 4.152e-04 |
73580 | 23018            23019 4.182e-04 |
73600 | 23023            23024 4.150e-04 |
73620 | 23032            23033 4.154e-04 |
73640 | 23037            23038 4.260e-04 |
73660 | 23041            23042 4.193e-04 |
73680 | 23049            23050 4.329e-04 |
73700 | 23056            23057 4.555e-04 |
73720 | 23059            23060 4.277e-04 |
73740 | 23069            23070 4.197e-04 |
73760 | 23074            23075 4.161e-04 |
73780 | 23078            23079 4.167e-04 |
73800 | 23085            23086 4.179e-04 |
73820 | 23091            23092 4.246e-04 |
73840 | 23097            23098 4.156e-04 |
73860 | 23105            23106 4.337e-04 |
73880 | 23109            23110 4.163e-04 |
73900 | 23114            23115 4.492e-04 |
73920 | 23123            23124 4.454e-04 |
73940 | 23128            23129 4.231e-04 |
73960 | 23134            23135 4.661e-04 |
73980 | 23142            23143 4.188e-04 |
74000 | 23146            23147 4.435e-04 |
74020 | 23155            23156 4.144e-04 |
74040 | 23161            23162 4.496e-04 |
74060 | 23165            23166 4.663e-04 |
74080 | 23174            23175 4.168e-04 |
74100 | 23179            23180 4.159e-04 |
74120 | 23183            23184 4.217e-04 |
74140 | 23191            23192 4.217e-04 |
74160 | 23197            23198 4.180e-04 |
74180 | 23202            23203 4.210e-04 |
74200 | 23208            23209 4.332e-04 |
74220 | 23215            23216 4.278e-04 |
74240 | 23220            23221 4.201e-04 |
74260 | 23228            23229 4.213e-04 |
74280 | 23233            23234 4.229e-04 |
74300 | 23238            23239 4.504e-04 |
74320 | 23247            23248 4.609e-04 |
74340 | 23251            23252 4.615e-04 |
74360 | 23257            23258 4.326e-04 |
74380 | 23264            23265 4.956e-04 |
74400 | 23268            23269 4.353e-04 |
74420 | 23274            23275 4.246e-04 |
74440 | 23282            23283 4.200e-04 |
74460 | 23287            23288 4.198e-04 |
74480 | 23296            23297 4.188e-04 |
74500 | 23301            23302 4.178e-04 |
74520 | 23306            23307 4.177e-04 |
74540 | 23315            23316 4.204e-04 |
74560 | 23321            23322 4.432e-04 |
74580 | 23326            23327 4.334e-04 |
74600 | 23334            23335 4.207e-04 |
74620 | 23340            23341 4.189e-04 |
74640 | 23346            23347 4.208e-04 |
74660 | 23355            23356 4.223e-04 |
74680 | 23359            23360 4.347e-04 |
74700 | 23364            23365 4.530e-04 |
74720 | 23371            23372 4.609e-04 |
74740 | 23375            23376 4.325e-04 |
74760 | 23381            23382 4.437e-04 |
74780 | 23389            23390 4.301e-04 |
74800 | 23394            23395 4.766e-04 |
74820 | 23400            23401 4.417e-04 |
74840 | 23408            23409 4.266e-04 |
74860 | 23412            23413 4.245e-04 |
74880 | 23421            23422 4.218e-04 |
74900 | 23426            23427 4.200e-04 |
74920 | 23430            23431 4.194e-04 |
74940 | 23439            23440 4.229e-04 |
74960 | 23444            23445 4.291e-04 |
74980 | 23449            23450 4.289e-04 |
75000 | 23458            23459 4.274e-04 |
75020 | 23464            23465 4.292e-04 |
75040 | 23469            23470 5.342e-04 |
75060 | 23477            23478 4.250e-04 |
75080 | 23483            23484 4.658e-04 |
75100 | 23490            23491 4.380e-04 |
75120 | 23497            23498 4.308e-04 |
75140 | 23501            23502 4.270e-04 |
75160 | 23508            23509 4.270e-04 |
75180 | 23516            23517 4.251e-04 |
75200 | 23520            23521 4.326e-04 |
75220 | 23527            23528 4.241e-04 |
75240 | 23535            23536 4.248e-04 |
75260 | 23539            23540 4.243e-04 |
75280 | 23549            23550 4.229e-04 |
75300 | 23555            23556 4.246e-04 |
75320 | 23559            23560 4.560e-04 |
75340 | 23568            23569 4.272e-04 |
75360 | 23573            23574 4.244e-04 |
75380 | 23577            23578 4.266e-04 |
75400 | 23586            23587 4.285e-04 |
75420 | 23591            23592 4.456e-04 |
75440 | 23597            23598 4.334e-04 |
75460 | 23605            23606 4.883e-04 |
75480 | 23610            23611 4.512e-04 |
75500 | 23618            23619 4.433e-04 |
75520 | 23624            23625 4.491e-04 |
75540 | 23628            23629 4.328e-04 |
75560 | 23634            23635 4.285e-04 |
75580 | 23642            23643 4.295e-04 |
75600 | 23646            23647 4.273e-04 |
75620 | 23653            23654 4.255e-04 |
75640 | 23660            23661 4.267e-04 |
75660 | 23664            23665 4.493e-04 |
75680 | 23671            23672 4.323e-04 |
75700 | 23679            23680 4.685e-04 |
75720 | 23684            23685 4.263e-04 |
75740 | 23693            23694 4.275e-04 |
75760 | 23698            23699 4.274e-04 |
75780 | 23702            23703 4.385e-04 |
75800 | 23712            23713 4.349e-04 |
75820 | 23718            23719 4.357e-04 |
75840 | 23722            23723 4.489e-04 |
75860 | 23730            23731 4.356e-04 |
75880 | 23735            23736 4.975e-04 |
75900 | 23741            23742 4.510e-04 |
75920 | 23749            23750 4.403e-04 |
75940 | 23753            23754 5.299e-04 |
75960 | 23760            23761 4.376e-04 |
75980 | 23767            23768 4.344e-04 |
76000 | 23771            23772 4.314e-04 |
76020 | 23778            23779 4.435e-04 |
76040 | 23784            23785 4.267e-04 |
76060 | 23789            23790 4.373e-04 |
76080 | 23795            23796 4.297e-04 |
76100 | 23803            23804 4.313e-04 |
76120 | 23809            23810 4.325e-04 |
76140 | 23818            23819 5.937e-04 |
76160 | 23822            23823 4.442e-04 |
76180 | 23826            23827 4.462e-04 |
76200 | 23836            23837 4.256e-04 |
76220 | 23841            23842 4.276e-04 |
76240 | 23846            23847 4.272e-04 |
76260 | 23855            23856 4.308e-04 |
76280 | 23859            23860 4.315e-04 |
76300 | 23865            23866 4.300e-04 |
76320 | 23873            23874 4.304e-04 |
76340 | 23877            23878 4.312e-04 |
76360 | 23885            23886 4.284e-04 |
76380 | 23891            23892 4.375e-04 |
76400 | 23896            23897 4.293e-04 |
76420 | 23903            23904 4.471e-04 |
76440 | 23910            23911 4.370e-04 |
76460 | 23914            23915 4.295e-04 |
76480 | 23921            23922 4.326e-04 |
76500 | 23928            23929 4.361e-04 |
76520 | 23933            23934 4.283e-04 |
76540 | 23942            23943 4.418e-04 |
76560 | 23948            23949 4.358e-04 |
76580 | 23953            23954 4.297e-04 |
76600 | 23962            23963 4.296e-04 |
76620 | 23966            23967 4.336e-04 |
76640 | 23971            23972 4.302e-04 |
76660 | 23981            23982 4.312e-04 |
76680 | 23985            23986 4.302e-04 |
76700 | 23991            23992 4.311e-04 |
76720 | 23999            24000 4.294e-04 |
76740 | 24004            24005 4.340e-04 |
76760 | 24012            24013 4.322e-04 |
76780 | 24019            24020 4.321e-04 |
76800 | 24023            24024 4.305e-04 |
76820 | 24030            24031 4.335e-04 |
76840 | 24037            24038 4.328e-04 |
76860 | 24041            24042 4.331e-04 |
76880 | 24050            24051 4.374e-04 |
76900 | 24056            24057 4.341e-04 |
76920 | 24060            24061 4.354e-04 |
76940 | 24067            24068 4.331e-04 |
76960 | 24073            24074 4.323e-04 |
76980 | 24079            24080 4.318e-04 |
77000 | 24087            24088 4.322e-04 |
77020 | 24092            24093 4.327e-04 |
77040 | 24097            24098 4.324e-04 |
77060 | 24106            24107 4.333e-04 |
77080 | 24111            24112 4.327e-04 |
77100 | 24116            24117 4.353e-04 |
77120 | 24125            24126 4.337e-04 |
77140 | 24130            24131 4.346e-04 |
77160 | 24137            24138 4.336e-04 |
77180 | 24144            24145 4.342e-04 |
77200 | 24147            24148 4.338e-04 |
77220 | 24155            24156 4.335e-04 |
77240 | 24161            24162 4.343e-04 |
77260 | 24165            24166 4.350e-04 |
77280 | 24173            24174 4.360e-04 |
77300 | 24178            24179 4.331e-04 |
77320 | 24183            24184 4.334e-04 |
77340 | 24191            24192 4.352e-04 |
77360 | 24198            24199 4.354e-04 |
77380 | 24205            24206 4.356e-04 |
77400 | 24213            24214 4.345e-04 |
77420 | 24217            24218 4.337e-04 |
77440 | 24222            24223 4.332e-04 |
77460 | 24231            24232 4.366e-04 |
77480 | 24236            24237 4.353e-04 |
77500 | 24241            24242 4.347e-04 |
77520 | 24248            24249 4.353e-04 |
77540 | 24252            24253 4.359e-04 |
77560 | 24258            24259 4.362e-04 |
77580 | 24266            24267 4.357e-04 |
77600 | 24270            24271 4.368e-04 |
77620 | 24280            24281 4.373e-04 |
77640 | 24285            24286 4.358e-04 |
77660 | 24289            24290 4.382e-04 |
77680 | 24297            24298 4.364e-04 |
77700 | 24302            24303 4.345e-04 |
77720 | 24307            24308 4.366e-04 |
77740 | 24315            24316 4.369e-04 |
77760 | 24321            24322 4.363e-04 |
77780 | 24326            24327 4.373e-04 |
77800 | 24335            24336 4.377e-04 |
77820 | 24340            24341 4.362e-04 |
77840 | 24346            24347 4.385e-04 |
77860 | 24354            24355 4.350e-04 |
77880 | 24358            24359 4.388e-04 |
77900 | 24365            24366 4.370e-04 |
77920 | 24373            24374 4.376e-04 |
77940 | 24377            24378 4.373e-04 |
77960 | 24383            24384 4.387e-04 |
77980 | 24392            24393 4.379e-04 |
78000 | 24396            24397 4.368e-04 |
